Field,Activity,RowID,Activity Description,Reporting Name,Operation Seq,Department Code,Long Description,Required / Std Spec
JAS,CRDO-M01-01,1827,Job for E&I Tech crane load downloading of RCI4100 control unit monthly,-Monthly Downloading (On 25th of month),90,MTN-OFFSHO,Close workpermit,
JAS,CRDO-M06-03,1828,Job for Contractor Crane Inspection(Thai law)-6 Monthly Inspection,-6 MONTHLY INSPECTION,10,AIM,Apply PTW with JSA,
JAS,CRDO-M06-03,1829,Job for Contractor Crane Inspection(Thai law)-6 Monthly Inspection,-6 MONTHLY INSPECTION,20,AIM,Visually inspect prior to perform the crane pull testing,
JAS,CRDO-M06-03,1830,Job for Contractor Crane Inspection(Thai law)-6 Monthly Inspection,-6 MONTHLY INSPECTION,30,AIM,"MP team should support to operate the crane (class A/B+), team support to prepare/assemble the load cells of MP and 3rd party company, beam clamp or water bag on top deck and coordinate with the supply boat (water bag)",
JAS,CRDO-M06-03,1831,Job for Contractor Crane Inspection(Thai law)-6 Monthly Inspection,-6 MONTHLY INSPECTION,40,AIM,Auxiliary and Main should be exercised using some load or any objects which is on top deck to ensure all crane systems are in good condition and work properly such as the brake system,
JAS,CRDO-M06-03,1832,Job for Contractor Crane Inspection(Thai law)-6 Monthly Inspection,-6 MONTHLY INSPECTION,50,AIM,"Auxiliary hoist should be tested (100% SWL.) in accordance with Thai regulations, may using the proper load which’s on top deck, skidding beam, water bag or else",
JAS,CRDO-M06-03,1833,Job for Contractor Crane Inspection(Thai law)-6 Monthly Inspection,-6 MONTHLY INSPECTION,60,AIM,"Main hoist should be tested (100% SWL.) in accordance with Thai regulations, may using the proper load which’s on top deck, skidding beam, water bag or else. While performing testing the MP load cell need to be compared with 3rd party company’s calibrated load cell.",
JAS,CRDO-M06-03,1834,Job for Contractor Crane Inspection(Thai law)-6 Monthly Inspection,-6 MONTHLY INSPECTION,70,AIM,Visually inspect to ensure the crane is in good condition,
JAS,CRDO-M06-03,1835,Job for Contractor Crane Inspection(Thai law)-6 Monthly Inspection,-6 MONTHLY INSPECTION,80,AIM,Close Oracle Work Order,
JAS,CRHO-M03-01,1836,JOB FOR NAUTILUS CRANE MODEL 180B1-80(MS) 3-MONTHLY (250 HRS) SERVICE,- 3 MONTHLY SERVICE,10,MECH,Open workpermit/JSA,
JAS,CRHO-M03-01,1837,JOB FOR NAUTILUS CRANE MODEL 180B1-80(MS) 3-MONTHLY (250 HRS) SERVICE,- 3 MONTHLY SERVICE,20,MECH,Follow job tasks as attached file,
JAS,CRHO-M03-01,1838,JOB FOR NAUTILUS CRANE MODEL 180B1-80(MS) 3-MONTHLY (250 HRS) SERVICE,- 3 MONTHLY SERVICE,30,MECH,Close workpermit,
JAS,CRHO-M03-02,1839,JOB FOR NAUTILUS CRANE MODEL 60B2A-70 3-MONTHLY (250 HRS) SERVICE,- 3 MONTHLY SERVICE,10,MECH,Open workpermit/JSA,
JAS,CRHO-M03-02,1840,JOB FOR NAUTILUS CRANE MODEL 60B2A-70 3-MONTHLY (250 HRS) SERVICE,- 3 MONTHLY SERVICE,20,MECH,3 Monthly job task as attached file,
JAS,CRHO-M03-02,1841,JOB FOR NAUTILUS CRANE MODEL 60B2A-70 3-MONTHLY (250 HRS) SERVICE,- 3 MONTHLY SERVICE,30,MECH,Close workpermit and summary report,
JAS,CRHO-M06-01,1842,JOB FOR NAUTILUS CRANE MODEL 180B1-80(MS) 6-MONTHLY (500 HRS) SERVICE,- 6 MONTHLY SERVICE,10,MECH,Open workpermit/JSA,
JAS,CRHO-M06-01,1843,JOB FOR NAUTILUS CRANE MODEL 180B1-80(MS) 6-MONTHLY (500 HRS) SERVICE,- 6 MONTHLY SERVICE,20,MECH,Follow job tasks as attached file,
JAS,CRHO-M06-01,1844,JOB FOR NAUTILUS CRANE MODEL 180B1-80(MS) 6-MONTHLY (500 HRS) SERVICE,- 6 MONTHLY SERVICE,30,MECH,Close workpermit,
JAS,CRHO-M06-02,1845,JOB FOR NAUTILUS CRANE MODEL 60B2A-70 6-MONTHLY (500 HRS) SERVICE,- 6 MONTHLY SERVICE,10,MECH,Open workpermit/JSA,
JAS,CRHO-M06-02,1846,JOB FOR NAUTILUS CRANE MODEL 60B2A-70 6-MONTHLY (500 HRS) SERVICE,- 6 MONTHLY SERVICE,20,MECH,Job tasks detail as attached file,
JAS,CRHO-M06-02,1847,JOB FOR NAUTILUS CRANE MODEL 60B2A-70 6-MONTHLY (500 HRS) SERVICE,- 6 MONTHLY SERVICE,30,MECH,Close workpermit,
JAS,CRHO-Y01-01,1848,"JOB FOR NAUTILUS CRANE MODEL 180B1-80(MS) ANNUAL(1,000 HRS) SERVICE",#NAME?,10,MECH,Open workpermit/JSA,
JAS,CRHO-Y01-01,1849,"JOB FOR NAUTILUS CRANE MODEL 180B1-80(MS) ANNUAL(1,000 HRS) SERVICE",#NAME?,20,MECH,Detail annual job tasks as attached file,
JAS,CRHO-Y01-01,1850,"JOB FOR NAUTILUS CRANE MODEL 180B1-80(MS) ANNUAL(1,000 HRS) SERVICE",#NAME?,30,MECH,Close workpermit,
JAS,CRHO-Y01-02,1851,"JOB FOR NAUTILUS CRANE MODEL 60B2A-70  ANNUAL(1,000 HRS) SERVICE",#NAME?,10,MECH,Open workpermit/JSA,
JAS,CRHO-Y01-02,1852,"JOB FOR NAUTILUS CRANE MODEL 60B2A-70  ANNUAL(1,000 HRS) SERVICE",#NAME?,20,MECH,Job task of crane annual as attached file,
JAS,CRHO-Y01-02,1853,"JOB FOR NAUTILUS CRANE MODEL 60B2A-70  ANNUAL(1,000 HRS) SERVICE",#NAME?,30,MECH,Close workpermit,
JAS,DYIA-D45-01,1854,Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1.5 Monthly Service,- 1.5 Monthly Service,10,E&I,Open work permit/JSA,
JAS,DYIA-D45-01,1855,Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1.5 Monthly Service,- 1.5 Monthly Service,20,E&I,Before shutting down:,
JAS,DYIA-D45-01,1856,Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1.5 Monthly Service,- 1.5 Monthly Service,30,E&I,"Check air system for leaks, repair as necessary after shutting down",
JAS,DYIA-D45-01,1857,Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1.5 Monthly Service,- 1.5 Monthly Service,40,E&I,Manually test safety valve operation,
JAS,DYIA-D45-01,1858,Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1.5 Monthly Service,- 1.5 Monthly Service,50,E&I,"Check press. gauge on tower being regenerated, if differential press. exceeds 5 psid Remove and clean exhaust silencer after shutting down",
JAS,DYIA-D45-01,1859,Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1.5 Monthly Service,- 1.5 Monthly Service,60,E&I,After shutting down:,
JAS,DYIA-D45-01,1860,Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1.5 Monthly Service,- 1.5 Monthly Service,70,E&I,Check function of automatic condensate drain by operating valve manually,
JAS,DYIA-D45-01,1861,Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1.5 Monthly Service,- 1.5 Monthly Service,80,E&I,"Check pre and after filters. Replace elements, if differential press. exceeds 5 psid",max 5psi
JAS,DYIA-D45-01,1862,Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1.5 Monthly Service,- 1.5 Monthly Service,90,E&I,Drain control air filter housing of accumulated condensate,
JAS,DYIA-D45-01,1863,Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1.5 Monthly Service,- 1.5 Monthly Service,100,E&I,After restarting:,
JAS,DYIA-D45-01,1864,Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1.5 Monthly Service,- 1.5 Monthly Service,110,E&I,"Check for leaks or any loose parts, rectify or report before leaving",
JAS,DYIA-D45-01,1865,Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1.5 Monthly Service,- 1.5 Monthly Service,120,E&I,Close work permit,
JAS,DYIA-H1000-01,1866,"Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1,000 hr Service",,10,E&I,Open work permit/JSA,
JAS,DYIA-H1000-01,1867,"Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1,000 hr Service",,20,E&I,Before shutting down:,
JAS,DYIA-H1000-01,1868,"Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1,000 hr Service",,30,E&I,"Check air system for leaks, repair as necessary after shutting down",
JAS,DYIA-H1000-01,1869,"Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1,000 hr Service",,40,E&I,Manually test safety valve operation,
JAS,DYIA-H1000-01,1870,"Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1,000 hr Service",,50,E&I,"Check press. gauge on tower being regenerated, if differential press. exceeds 5 psid Remove and clean exhaust silencer after shutting down",
JAS,DYIA-H1000-01,1871,"Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1,000 hr Service",,60,E&I,After shutting down:,
JAS,DYIA-H1000-01,1872,"Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1,000 hr Service",,70,E&I,Check function of automatic condensate drain by operating valve manually,
JAS,DYIA-H1000-01,1873,"Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1,000 hr Service",,80,E&I,"Check pre and after filters. Replace elements, if differential press. exceeds 5 psid",max 5psi
JAS,DYIA-H1000-01,1874,"Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1,000 hr Service",,90,E&I,Drain control air filter housing of accumulated condensate,
JAS,DYIA-H1000-01,1875,"Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1,000 hr Service",,100,E&I,After restarting:,
JAS,DYIA-H1000-01,1876,"Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1,000 hr Service",,110,E&I,"Check for leaks or any loose parts, rectify or report before leaving",
JAS,DYIA-H1000-01,1877,"Job for E&I Tech Instrument air dryer sullair SD-220-DDS Dryer 1,000 hr Service",,120,E&I,Close work permit,
JAS,DYIA-H2000-01,1878,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 2,000 hr service",,10,E&I,Open work permit/JSA,
JAS,DYIA-H2000-01,1879,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 2,000 hr service",,20,E&I,"Check the differential pressure on the pre-filter and if red, replace it. If it remains red replace pressure indicator",
JAS,DYIA-H2000-01,1880,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 2,000 hr service",,30,E&I,"Check the differential pressure on the after-filter and if red, replace it. If it remains red replace pressure indicator",
JAS,DYIA-H2000-01,1881,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 2,000 hr service",,40,E&I,Check for corrosion on the tower being regenerated and report to the Maintenance Foreman if necessary,
JAS,DYIA-H2000-01,1882,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 2,000 hr service",,50,E&I,Check if solenoid's plastic tube is loose and tighten if necessary,
JAS,DYIA-H2000-01,1883,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 2,000 hr service",,60,E&I,Visual check of control panel and lamp indicator and clean if necessary,
JAS,DYIA-H2000-01,1884,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 2,000 hr service",,70,E&I,Drain control air filter housingof any accumulated condensate,
JAS,DYIA-H2000-01,1885,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 2,000 hr service",,80,E&I,Close work permit,
JAS,DYIA-H8000-01,1886,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,10,E&I,Open work permit/JSA,
JAS,DYIA-H8000-01,1887,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,20,E&I,Before shutting down:,
JAS,DYIA-H8000-01,1888,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,30,E&I,"Check air system for leaks, repair as necessary after shutting down",
JAS,DYIA-H8000-01,1889,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,40,E&I,Manually test safety valve operation,
JAS,DYIA-H8000-01,1890,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,50,E&I,"Check press. gauge on tower being regenerated, if differential press. exceeds 5 psid Remove and clean exhaust silencer after shutting down",
JAS,DYIA-H8000-01,1891,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,60,E&I,After shutting down:,
JAS,DYIA-H8000-01,1892,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,70,E&I,Check function of automatic condensate drain by operating valve manually,
JAS,DYIA-H8000-01,1893,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,80,E&I,"Check pre and after filters. Replace elements, if differential press. exceeds 5 psid",max 5psi
JAS,DYIA-H8000-01,1894,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,90,E&I,Drain control air filter housing of accumulated condensate,
JAS,DYIA-H8000-01,1895,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,100,E&I,"Check tower drying time, should be 5 min per tower, readjust as necessary",5 min
JAS,DYIA-H8000-01,1896,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,110,E&I,Send to hygrometer probe to Sullari for recalibration,
JAS,DYIA-H8000-01,1897,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,120,E&I,Check if dryer switches towers alternatively,
JAS,DYIA-H8000-01,1898,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,130,E&I,Check if air inlet valve opens and switches,
JAS,DYIA-H8000-01,1899,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,140,E&I,Clean piping system before installing filters,
JAS,DYIA-H8000-01,1900,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,150,E&I,"Replace pre-filter element, P/N 250024-427, when installing, observe correct flow direction marked by arrow",
JAS,DYIA-H8000-01,1901,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,160,E&I,"Replace after filter element, P/N 250024-435, observe correct flow direction, marked by arrow",
JAS,DYIA-H8000-01,1902,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,170,E&I,Replace pilot air filter element,
JAS,DYIA-H8000-01,1903,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,180,E&I,"Clean or replace regeneration orifice if damaged, located in top manifold",
JAS,DYIA-H8000-01,1904,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,190,E&I,"Clean, purge exhaust mufflers",
JAS,DYIA-H8000-01,1905,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,200,E&I,"Check for proper function of purge and exhaust valve, clean/repair or replace as required",
JAS,DYIA-H8000-01,1906,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,210,E&I,Replace Pitot air filter moisture indicator,
JAS,DYIA-H8000-01,1907,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,220,E&I,"Check for proper functioning of inlet switching valve, clean/repair or replace as required",
JAS,DYIA-H8000-01,1908,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,230,E&I,Check for proper sealing of check valves. Repair/replace valve seats as necessary,
JAS,DYIA-H8000-01,1909,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,240,E&I,"Replace Activated Alumina Desiccant, P/N 02250140-346",
JAS,DYIA-H8000-01,1910,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,250,E&I,After restarting:,
JAS,DYIA-H8000-01,1911,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,260,E&I,"Check for leaks or any loose parts, rectify or report before leaving",
JAS,DYIA-H8000-01,1912,"Job for E&I Tech Instrument air dryer 8,000 hr Service",,270,E&I,Close work permit,
JAS,DYIA-H8000-02,1913,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,10,E&I,Open work permit/JSA,
JAS,DYIA-H8000-02,1914,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,20,E&I,"Check the differential pressure on the pre-filter and if red, replace it. If it remains red replace pressure indicator",
JAS,DYIA-H8000-02,1915,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,30,E&I,"Check the differential pressure on the after-filter and if red, replace it. If it remains red replace pressure indicator",
JAS,DYIA-H8000-02,1916,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,40,E&I,Check for corrosion on the tower being regenerated and report to the Maintenance Foreman if necessary,
JAS,DYIA-H8000-02,1917,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,50,E&I,Check if solenoid's plastic tube is loose and tighten if necessary,
JAS,DYIA-H8000-02,1918,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,60,E&I,Visual check of control panel and lamp indicator and clean if necessary,
JAS,DYIA-H8000-02,1919,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,70,E&I,Drain control air filter housing of any accumulated condensate,
JAS,DYIA-H8000-02,1920,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,80,E&I,Change activated alumina desiccant,8000 hr task
JAS,DYIA-H8000-02,1921,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,90,E&I,"During the replacement of desiccant, check desiccant support screens in the pressure vessels for blocking & clean if necessary",8000 hr task
JAS,DYIA-H8000-02,1922,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,100,E&I,Check function of all valves and actuator and replace all seats and seals if necessary,8000 hr task
JAS,DYIA-H8000-02,1923,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,110,E&I,Check and clean pneumatic divert valve,8000 hr task
JAS,DYIA-H8000-02,1924,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,120,E&I,Check and clean regeneration orifice,8000 hr task
JAS,DYIA-H8000-02,1925,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,130,E&I,Change filter element,8000 hr task
JAS,DYIA-H8000-02,1926,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,140,E&I,Clean control tube,8000 hr task
JAS,DYIA-H8000-02,1927,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,150,E&I,Check and clean electrical control panel and check if the water seal around the panel is OK,8000 hr task
JAS,DYIA-H8000-02,1928,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,160,E&I,Contractor to clean and calibrate PSVs (spares would be required),8000 hr task
JAS,DYIA-H8000-02,1929,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,161,E&I,Inspect and calibrate of remote pressure transducer,
JAS,DYIA-H8000-02,1930,"Job for E&I Tech Instrument Air dryer Atlas copco CD140 8,000 hr service",,170,E&I,Close work permit,
JAS,DYIA-M03-01,1931,Job for E&I Tech Instrument Air dryer Atlas copco CD140- 3 Monthly Service,- 3 Monthly Service,10,E&I,Open work permit/JSA,
JAS,DYIA-M03-01,1932,Job for E&I Tech Instrument Air dryer Atlas copco CD140- 3 Monthly Service,- 3 Monthly Service,20,E&I,"Check the differential pressure on the pre-filter and if red, replace it. If it remains red replace pressure indicator",
JAS,DYIA-M03-01,1933,Job for E&I Tech Instrument Air dryer Atlas copco CD140- 3 Monthly Service,- 3 Monthly Service,30,E&I,"Check the differential pressure on the after-filter and if red, replace it. If it remains red replace pressure indicator",
JAS,DYIA-M03-01,1934,Job for E&I Tech Instrument Air dryer Atlas copco CD140- 3 Monthly Service,- 3 Monthly Service,40,E&I,Check for corrosion on the tower being regenerated and report to the Maintenance Foreman if necessary,
JAS,DYIA-M03-01,1935,Job for E&I Tech Instrument Air dryer Atlas copco CD140- 3 Monthly Service,- 3 Monthly Service,50,E&I,Check if solenoid's plastic tube is loose and tighten if necessary,
JAS,DYIA-M03-01,1936,Job for E&I Tech Instrument Air dryer Atlas copco CD140- 3 Monthly Service,- 3 Monthly Service,60,E&I,Visual check of control panel and lamp indicator and clean if necessary,
JAS,DYIA-M03-01,1937,Job for E&I Tech Instrument Air dryer Atlas copco CD140- 3 Monthly Service,- 3 Monthly Service,70,E&I,Drain control air filter housingof any accumulated condensate,
JAS,DYIA-M03-01,1938,Job for E&I Tech Instrument Air dryer Atlas copco CD140- 3 Monthly Service,- 3 Monthly Service,80,E&I,Close work permit,
JAS,DYIA-M06-03,1939,Job for MECH Air Driers Hankison - 6M Service,- 6 Monthly Service,10,MECH,Open work permit/JSA,
JAS,DYIA-M06-03,1940,Job for MECH Air Driers Hankison - 6M Service,- 6 Monthly Service,20,MECH,"Check the differential pressure on the pre-filter and if red, replace it. If it remains red replace pressure indicator",
JAS,DYIA-M06-03,1941,Job for MECH Air Driers Hankison - 6M Service,- 6 Monthly Service,30,MECH,"Check the differential pressure on the after-filter and if red, replace it. If it remains red replace pressure indicator",
JAS,DYIA-M06-03,1942,Job for MECH Air Driers Hankison - 6M Service,- 6 Monthly Service,40,MECH,Check for corrosion on the tower being regenerated and report to the Maintenance Foreman if necessary,
JAS,DYIA-M06-03,1943,Job for MECH Air Driers Hankison - 6M Service,- 6 Monthly Service,50,MECH,Check if solenoid's plastic tube is loose and tighten if necessary,
JAS,DYIA-M06-03,1944,Job for MECH Air Driers Hankison - 6M Service,- 6 Monthly Service,60,MECH,Visual check of control panel and lamp indicator and clean if necessary,
JAS,DYIA-M06-03,1945,Job for MECH Air Driers Hankison - 6M Service,- 6 Monthly Service,70,MECH,Drain control air filter housingof any accumulated condensate,
JAS,DYIA-M06-03,1946,Job for MECH Air Driers Hankison - 6M Service,- 6 Monthly Service,80,MECH,Close work permit,
JAS,DYIA-M06-04,1947,Job for MECH air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,10,MECH,Open work permit/JSA,
JAS,DYIA-M06-04,1948,Job for MECH air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,20,MECH,Before shutting down:,
JAS,DYIA-M06-04,1949,Job for MECH air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,30,MECH,"Check air system for leaks, repair as necessary after shutting down",
JAS,DYIA-M06-04,1950,Job for MECH air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,40,MECH,"Check press. gauge on tower being regenerated, if differential press. exceeds 5 psid Remove and clean exhaust silencer after shutting down",
JAS,DYIA-M06-04,1951,Job for MECH air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,50,MECH,After shutting down:,
JAS,DYIA-M06-04,1952,Job for MECH air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,60,MECH,Check function of automatic condensate drain by operating valve manually,
JAS,DYIA-M06-04,1953,Job for MECH air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,70,MECH,"Check pre and after filters. Replace elements, if differential press. exceeds 5 psid",
JAS,DYIA-M06-04,1954,Job for MECH air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,80,MECH,Drain control air filter housing of accumulated condensate,
JAS,DYIA-M06-04,1955,Job for MECH air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,90,MECH,After restarting:,
JAS,DYIA-M06-04,1956,Job for MECH air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,100,MECH,"Check for leaks or any loose parts, rectify or report before leaving",
JAS,DYIA-M06-04,1957,Job for MECH air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,110,MECH,Close work permit,
JAS,DYIA-M06-05,1958,Job for MECH Tech Instrument air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,10,MECH,Open work permit/JSA,
JAS,DYIA-M06-05,1959,Job for MECH Tech Instrument air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,20,MECH,Before shutting down:,
JAS,DYIA-M06-05,1960,Job for MECH Tech Instrument air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,30,MECH,"Check air system for leaks, repair as necessary after shutting down",
JAS,DYIA-M06-05,1961,Job for MECH Tech Instrument air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,40,MECH,Manually test safety valve operation,
JAS,DYIA-M06-05,1962,Job for MECH Tech Instrument air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,50,MECH,"Check press. gauge on tower being regenerated, if differential press. exceeds 5 psid Remove and clean exhaust silencer after shutting down",
JAS,DYIA-M06-05,1963,Job for MECH Tech Instrument air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,60,MECH,After shutting down:,
JAS,DYIA-M06-05,1964,Job for MECH Tech Instrument air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,70,MECH,Check function of automatic condensate drain by operating valve manually,
JAS,DYIA-M06-05,1965,Job for MECH Tech Instrument air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,80,MECH,"Check pre and after filters. Replace elements, if differential press. exceeds 5 psid",
JAS,DYIA-M06-05,1966,Job for MECH Tech Instrument air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,90,MECH,Drain control air filter housing of accumulated condensate,
JAS,DYIA-M06-05,1967,Job for MECH Tech Instrument air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,100,MECH,After restarting:,
JAS,DYIA-M06-05,1968,Job for MECH Tech Instrument air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,110,MECH,"Check for leaks or any loose parts, rectify or report before leaving",
JAS,DYIA-M06-05,1969,Job for MECH Tech Instrument air dryer sullair SD-220-DDS Dryer 6 Monthly Service,- 6 Monthly Service,120,MECH,Close work permit,
JAS,DYIA-Y01-01,1970,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,10,E&I,Open work permit/JSA,
JAS,DYIA-Y01-01,1971,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,20,E&I,"Check the differential pressure on the pre-filter and if red, replace it. If it remains red replace pressure indicator",
JAS,DYIA-Y01-01,1972,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,30,E&I,"Check the differential pressure on the after-filter and if red, replace it. If it remains red replace pressure indicator",
JAS,DYIA-Y01-01,1973,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,40,E&I,Check for corrosion on the tower being regenerated and report to the Maintenance Foreman if necessary,
JAS,DYIA-Y01-01,1974,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,50,E&I,Check if solenoid's plastic tube is loose and tighten if necessary,
JAS,DYIA-Y01-01,1975,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,60,E&I,Visual check of control panel and lamp indicator and clean if necessary,
JAS,DYIA-Y01-01,1976,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,70,E&I,Drain control air filter housing of any accumulated condensate,
JAS,DYIA-Y01-01,1977,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,80,E&I,Change activated alumina desiccant,8000 hr task
JAS,DYIA-Y01-01,1978,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,90,E&I,"During the replacement of desiccant, check desiccant support screens in the pressure vessels for blocking & clean if necessary",8000 hr task
JAS,DYIA-Y01-01,1979,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,100,E&I,Check function of all valves and actuator and replace all seats and seals if necessary,8000 hr task
JAS,DYIA-Y01-01,1980,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,110,E&I,Check and clean pneumatic divert valve,8000 hr task
JAS,DYIA-Y01-01,1981,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,120,E&I,Check and clean regeneration orifice,8000 hr task
JAS,DYIA-Y01-01,1982,Job for Air Driers Hankison - 1Y Service,-1 Yearly Service,130,E&I,Change filter element,8000 hr task
